"Outcome","Predictor","Beta","SE","z_val","p","Std_Beta"
"L_INT","L_COG",-0.697328634687299,0.0902272552714295,-7.72858082172105,1.08801856413265e-14,-0.580133018341486
"L_INT","L_REG",-0.0100934989580592,0.122162688483149,-0.0826234186836146,0.934150979522927,-0.00839714838153936
"L_INT","L_NORM",0.165613309004492,0.118949659275883,1.39229746442889,0.163832339023209,0.137779726876383
