MOD,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,N1,N2,N3,N4,N5,N6,I1,I2,I3,I4,I5,I6,MEAN_COG,MEAN_REG,MEAN_NORM,MEAN_INT,MOD_bin,MOD_label,Mahalanobis,Mahalanobis_sq,is_outlier,COG_mean,REG_mean,NORM_mean,INT_mean,COG_mean_z,REG_mean_z,NORM_mean_z,INT_mean_z
2,4,4,3,3,3,3,4,4,4,3,4,3,3,4,5,5,4,4,2,5,5,2,3.4,3.6,4.0,3.67,0,EduNo,3.3365851280909364,11.13280031699761,False,3.4,3.6,4.0,3.6666666666666665,0.3184915694198273,-0.6773546266700249,-0.13271427464116006,-0.302305686553675
1,1,1,1,1,1,2,2,4,2,5,5,2,2,2,2,5,1,5,5,5,5,6,1.0,3.0,3.0,4.5,1,EduYes,5.86664679483335,34.41754461532842,False,1.0,3.0,3.0,4.5,-1.8148365760431566,-1.4165243927919409,-1.3987189844203178,0.4712251388956008
1,2,2,2,2,2,2,3,5,2,5,5,2,3,5,5,4,5,2,5,3,5,5,2.0,3.4,4.0,4.17,1,EduYes,4.576018683125803,20.93994698831641,False,2.0,3.4,4.0,4.166666666666667,-0.9259498487669132,-0.9237445487106637,-0.13271427464116006,0.1618128087158908
2,4,4,3,2,2,2,5,3,5,5,5,5,5,5,5,5,6,5,3,5,5,5,3.0,4.0,5.0,4.83,0,EduNo,4.407436641446841,19.425497748368212,False,3.0,4.0,5.0,4.833333333333333,-0.037063121490669926,-0.18457478258874763,1.1332904351379978,0.7806374690753108
1,3,2,2,4,5,6,4,5,5,2,4,1,4,3,4,5,5,4,5,2,5,3,3.2,4.4,3.5,4.0,1,EduYes,4.96912415909203,24.692194908472075,False,3.2,4.4,3.5,4.0,0.1407142239645789,0.30820506149253013,-0.7657166295307389,0.007106643626035387
1,3,3,3,4,4,5,3,2,4,3,2,2,2,4,4,6,5,4,2,3,5,3,3.4,3.4,3.33,3.67,1,EduYes,4.108608459405646,16.880663472699638,False,3.4,3.4,3.3333333333333335,3.6666666666666665,0.3184915694198273,-0.9237445487106637,-0.9767174144939317,-0.302305686553675
1,6,5,5,5,6,5,6,4,5,6,6,2,6,6,6,6,6,6,3,3,5,4,5.4,5.2,5.33,4.5,1,EduYes,4.6752474232862555,21.857938468944774,False,5.4,5.2,5.333333333333333,4.5,2.096265023972314,1.2937647496550846,1.5552920050643833,0.4712251388956008
2,2,4,4,5,4,5,2,4,4,5,5,4,2,2,6,4,4,6,4,5,3,4,3.8,4.0,3.83,4.33,0,EduNo,5.421506278423926,29.392730326990044,False,3.8,4.0,3.8333333333333335,4.333333333333333,0.6740462603303246,-0.18457478258874763,-0.34371505960435283,0.3165189738057454
1,2,2,2,2,4,5,4,4,5,4,5,3,2,4,3,4,4,5,2,4,4,4,2.4,4.4,3.5,3.83,1,EduYes,3.195250039533308,10.209622815137605,False,2.4,4.4,3.5,3.8333333333333335,-0.570395157856416,0.30820506149253013,-0.7657166295307389,-0.1475995214638196
1,4,3,2,3,2,3,5,3,3,4,5,5,3,3,3,3,5,3,2,3,3,5,2.8,3.6,3.67,3.5,1,EduYes,4.6283554969485365,21.421674606133735,False,2.8,3.6,3.6666666666666665,3.5,-0.21484046694591874,-0.6773546266700249,-0.5547158445675462,-0.45701185164353003
1,2,2,2,2,4,5,5,3,4,3,3,5,5,6,5,5,6,5,4,5,5,6,2.4,4.0,4.83,5.17,1,EduYes,3.913366868610697,15.314440248339892,False,2.4,4.0,4.833333333333333,5.166666666666667,-0.570395157856416,-0.18457478258874763,0.9222896501748044,1.0900497992550215
2,2,2,2,4,5,4,2,5,2,2,4,4,5,5,5,5,4,2,1,2,4,3,3.0,3.0,4.67,2.67,0,EduNo,4.565850888701913,20.84699433786005,False,3.0,3.0,4.666666666666667,2.6666666666666665,-0.037063121490669926,-1.4165243927919409,0.7112888652116122,-1.2305426770928058
2,2,2,2,2,1,5,5,5,4,4,6,3,6,5,5,5,5,5,5,4,5,5,1.8,4.6,5.0,4.83,0,EduNo,3.14209040542241,9.872732115847564,False,1.8,4.6,5.0,4.833333333333333,-1.1037271942221618,0.5545949835331679,1.1332904351379978,0.7806374690753108
2,4,5,4,4,2,4,4,4,4,4,4,4,3,4,4,5,4,6,3,5,5,5,3.8,4.0,4.0,4.67,0,EduNo,3.4777884954583302,12.095012819142317,False,3.8,4.0,4.0,4.666666666666667,0.6740462603303246,-0.18457478258874763,-0.13271427464116006,0.6259313039854563
2,4,1,1,2,4,5,4,2,2,5,3,1,2,5,3,5,5,6,3,5,5,5,2.4,3.6,3.17,4.83,0,EduNo,4.938251351068439,24.386326406329268,False,2.4,3.6,3.1666666666666665,4.833333333333333,-0.570395157856416,-0.6773546266700249,-1.187718199457125,0.7806374690753108
1,4,1,2,2,2,5,4,5,4,6,6,1,6,1,3,2,5,4,6,4,6,6,2.2,4.8,3.17,5.17,1,EduYes,6.210360682771274,38.56857981011128,False,2.2,4.8,3.1666666666666665,5.166666666666667,-0.7481725033116644,0.8009849055738067,-1.187718199457125,1.0900497992550215
1,4,3,3,4,5,5,6,5,5,4,5,5,4,5,3,5,4,5,3,3,4,2,3.8,5.0,4.5,3.5,1,EduYes,3.438178862871734,11.821073893097969,False,3.8,5.0,4.5,3.5,0.6740462603303246,1.0473748276144457,0.5002880802484189,-0.45701185164353003
2,5,4,5,2,6,4,4,4,2,4,2,2,4,5,5,5,4,1,2,1,2,1,4.4,3.6,3.83,1.83,0,EduNo,5.387656584324863,29.02684347061905,False,4.4,3.6,3.8333333333333335,1.8333333333333333,1.207378296696071,-0.6773546266700249,-0.34371505960435283,-2.0040735025420813
1,4,4,3,5,2,4,4,4,5,4,4,2,5,4,5,6,4,5,4,3,5,4,3.6,4.2,4.33,4.17,1,EduYes,4.369145554271525,19.089432874410633,False,3.6,4.2,4.333333333333333,4.166666666666667,0.49626891487507613,0.061815139451891245,0.2892872952852255,0.1618128087158908
1,4,3,2,2,2,4,4,4,4,4,5,5,6,5,4,5,6,5,5,5,6,5,2.6,4.0,5.0,5.33,1,EduYes,2.9477970178281403,8.689507258316477,False,2.6,4.0,5.0,5.333333333333333,-0.39261781240116717,-0.18457478258874763,1.1332904351379978,1.2447559643448762
1,4,4,4,4,6,5,4,5,4,4,5,3,4,4,4,5,4,2,2,3,4,3,4.4,4.4,4.17,3.0,1,EduYes,2.5705220950037146,6.6075838409022865,False,4.4,4.4,4.166666666666667,3.0,1.207378296696071,0.30820506149253013,0.07828651032203328,-0.9211303469130955
1,2,2,4,3,3,4,3,3,2,3,4,2,2,3,3,4,5,5,4,3,5,4,2.8,3.0,3.0,4.33,1,EduYes,2.9829981648097674,8.89827805125844,False,2.8,3.0,3.0,4.333333333333333,-0.21484046694591874,-1.4165243927919409,-1.3987189844203178,0.3165189738057454
2,2,2,2,1,3,5,4,6,5,4,6,5,5,6,4,5,6,5,6,5,6,4,2.0,4.8,5.17,5.33,0,EduNo,3.6883312098071177,13.603787113237237,False,2.0,4.8,5.166666666666667,5.333333333333333,-0.9259498487669132,0.8009849055738067,1.344291220101191,1.2447559643448762
1,4,4,4,4,4,5,4,4,3,5,4,4,4,4,4,4,4,5,5,4,1,6,4.0,4.2,4.0,4.17,1,EduYes,4.09337409088329,16.755711447914603,False,4.0,4.2,4.0,4.166666666666667,0.8518236057855734,0.061815139451891245,-0.13271427464116006,0.1618128087158908
1,4,4,3,4,4,2,2,4,2,2,3,3,4,5,2,5,5,3,2,2,5,2,3.8,2.4,3.67,3.17,1,EduYes,4.51669734982893,20.40055494995168,False,3.8,2.4,3.6666666666666665,3.1666666666666665,0.6740462603303246,-2.155694158913857,-0.5547158445675462,-0.7664241818232405
1,3,2,2,5,5,3,5,5,4,4,5,1,1,6,6,5,5,2,2,2,6,1,3.4,4.2,4.0,3.0,1,EduYes,5.747961981447656,33.03906694016766,False,3.4,4.2,4.0,3.0,0.3184915694198273,0.061815139451891245,-0.13271427464116006,-0.9211303469130955
1,5,5,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,5,3.4,3.0,3.0,4.5,1,EduYes,4.379083769520733,19.17637466047991,False,3.4,3.0,3.0,4.5,0.3184915694198273,-1.4165243927919409,-1.3987189844203178,0.4712251388956008
2,2,2,2,2,2,4,4,6,4,4,5,2,2,3,4,6,6,5,3,3,6,2,2.0,4.4,3.67,4.17,0,EduNo,3.6881505521601285,13.60245449539906,False,2.0,4.4,3.6666666666666665,4.166666666666667,-0.9259498487669132,0.30820506149253013,-0.5547158445675462,0.1618128087158908
1,4,3,3,3,6,4,4,4,4,4,3,1,4,4,6,6,4,1,1,4,3,6,3.8,4.0,4.0,3.17,1,EduYes,5.18289989418767,26.862451313170556,False,3.8,4.0,4.0,3.1666666666666665,0.6740462603303246,-0.18457478258874763,-0.13271427464116006,-0.7664241818232405
1,2,2,2,2,2,4,3,4,2,3,5,2,4,4,3,4,5,5,5,5,4,5,2.0,3.2,3.67,4.83,1,EduYes,2.7360731410371897,7.486096233105113,False,2.0,3.2,3.6666666666666665,4.833333333333333,-0.9259498487669132,-1.1701344707513022,-0.5547158445675462,0.7806374690753108
1,2,1,2,2,1,5,4,5,5,4,5,6,5,5,4,5,6,6,4,5,6,2,1.6,4.6,5.0,4.83,1,EduYes,4.412132408162278,19.466912387155862,False,1.6,4.6,5.0,4.833333333333333,-1.2815045396774105,0.5545949835331679,1.1332904351379978,0.7806374690753108
2,4,4,6,6,6,4,5,4,4,3,4,4,4,4,4,4,4,3,2,3,4,4,5.2,4.0,4.0,3.33,0,EduNo,4.012591287847671,16.10088884331103,False,5.2,4.0,4.0,3.3333333333333335,1.9184876785170655,-0.18457478258874763,-0.13271427464116006,-0.611718016733385
2,4,2,2,2,3,2,2,6,3,3,6,4,5,6,5,6,6,6,6,4,6,6,2.6,3.2,5.33,5.67,0,EduNo,4.305297672471569,18.535588048589105,False,2.6,3.2,5.333333333333333,5.666666666666667,-0.39261781240116717,-1.1701344707513022,1.5552920050643833,1.5541682945245872
2,2,3,3,2,1,3,4,5,4,4,5,5,4,4,4,6,6,6,4,6,6,6,2.2,4.0,4.67,5.67,0,EduNo,3.6394929129054026,13.245908663088652,False,2.2,4.0,4.666666666666667,5.666666666666667,-0.7481725033116644,-0.18457478258874763,0.7112888652116122,1.5541682945245872
2,2,2,2,4,5,5,6,5,6,5,4,2,5,3,3,5,6,5,6,5,6,4,3.0,5.4,3.67,5.33,0,EduNo,4.880301858925953,23.817346234236112,False,3.0,5.4,3.6666666666666665,5.333333333333333,-0.037063121490669926,1.5401546716957235,-0.5547158445675462,1.2447559643448762
2,1,1,1,1,1,6,6,6,5,5,6,3,2,2,5,5,3,6,4,3,6,4,1.0,5.6,3.83,4.33,0,EduNo,5.0112058681709355,25.11218425319082,False,1.0,5.6,3.8333333333333335,4.333333333333333,-1.8148365760431566,1.7865445937363613,-0.34371505960435283,0.3165189738057454
2,3,3,3,2,2,5,4,5,5,4,5,5,5,5,4,6,3,3,3,5,3,5,2.6,4.6,5.0,3.67,0,EduNo,3.562145303605081,12.688879163995736,False,2.6,4.6,5.0,3.6666666666666665,-0.39261781240116717,0.5545949835331679,1.1332904351379978,-0.302305686553675
1,2,2,2,2,2,3,4,4,4,4,4,2,5,5,5,5,4,3,4,5,5,4,2.0,3.8,4.33,4.17,1,EduYes,3.1612471645671576,9.993483635483894,False,2.0,3.8,4.333333333333333,4.166666666666667,-0.9259498487669132,-0.4309647046293865,0.2892872952852255,0.1618128087158908
2,4,4,4,3,4,5,5,5,5,5,5,4,6,5,5,5,2,5,2,5,5,2,3.8,5.0,5.0,3.5,0,EduNo,4.3847308868919,19.225864950463826,False,3.8,5.0,5.0,3.5,0.6740462603303246,1.0473748276144457,1.1332904351379978,-0.45701185164353003
1,4,2,2,1,2,3,2,4,4,2,4,4,1,3,6,6,6,3,3,3,5,6,2.2,3.0,4.0,4.33,1,EduYes,5.219146260076835,27.239487684074014,False,2.2,3.0,4.0,4.333333333333333,-0.7481725033116644,-1.4165243927919409,-0.13271427464116006,0.3165189738057454
1,1,1,2,2,2,4,4,4,4,4,5,3,2,2,4,5,4,4,4,4,4,2,1.6,4.0,3.5,3.67,1,EduYes,3.467256446596734,12.02186726646661,False,1.6,4.0,3.5,3.6666666666666665,-1.2815045396774105,-0.18457478258874763,-0.7657166295307389,-0.302305686553675
1,1,1,1,1,1,6,6,4,6,4,6,5,4,3,3,4,5,6,5,4,5,5,1.0,5.2,4.17,5.0,1,EduYes,4.622246679191147,21.36516436329359,False,1.0,5.2,4.166666666666667,5.0,-1.8148365760431566,1.2937647496550846,0.07828651032203328,0.9353436341651662
1,1,1,1,1,5,1,1,4,1,3,6,1,1,1,1,6,6,6,6,3,6,6,1.8,2.0,2.67,5.5,1,EduYes,6.787463546778018,46.06966139884044,False,1.8,2.0,2.6666666666666665,5.5,-1.1037271942221618,-2.648474002995134,-1.820720554346704,1.3994621294347316
2,3,3,3,3,3,6,6,5,5,5,5,3,2,5,3,3,5,5,5,5,5,5,3.0,5.4,3.5,5.0,0,EduNo,4.000808870960917,16.006471621959566,False,3.0,5.4,3.5,5.0,-0.037063121490669926,1.5401546716957235,-0.7657166295307389,0.9353436341651662
1,6,1,1,3,4,4,4,6,6,4,6,4,6,6,6,4,6,5,6,5,4,4,3.0,4.8,5.33,5.0,1,EduYes,5.717656753423889,32.691598749973814,False,3.0,4.8,5.333333333333333,5.0,-0.037063121490669926,0.8009849055738067,1.5552920050643833,0.9353436341651662
1,4,3,2,2,4,4,4,2,4,4,3,3,2,5,2,4,6,4,2,3,6,4,3.0,3.6,3.17,4.17,1,EduYes,4.5006129195385265,20.255516651517098,False,3.0,3.6,3.1666666666666665,4.166666666666667,-0.037063121490669926,-0.6773546266700249,-1.187718199457125,0.1618128087158908
1,2,2,1,1,2,2,6,6,6,6,6,2,6,6,2,2,6,5,5,5,5,5,1.6,5.2,4.0,5.17,1,EduYes,6.366110765097668,40.52736627349241,False,1.6,5.2,4.0,5.166666666666667,-1.2815045396774105,1.2937647496550846,-0.13271427464116006,1.0900497992550215
2,4,4,4,3,3,4,4,4,5,4,4,5,5,5,5,5,5,3,4,2,6,3,3.6,4.2,4.83,3.83,0,EduNo,3.2639032945948045,10.653064716466819,False,3.6,4.2,4.833333333333333,3.8333333333333335,0.49626891487507613,0.061815139451891245,0.9222896501748044,-0.1475995214638196
1,4,4,4,4,3,5,4,4,4,4,4,3,2,4,4,4,4,2,6,5,6,6,3.8,4.2,3.5,4.83,1,EduYes,4.829198442122396,23.32115759339738,False,3.8,4.2,3.5,4.833333333333333,0.6740462603303246,0.061815139451891245,-0.7657166295307389,0.7806374690753108
2,2,4,6,5,4,2,2,4,4,2,2,3,5,4,3,4,2,5,2,4,3,4,4.2,2.8,3.5,3.33,0,EduNo,5.583612987581476,31.176733995088533,False,4.2,2.8,3.5,3.3333333333333335,1.0296009512408222,-1.6629143148325798,-0.7657166295307389,-0.611718016733385
2,4,3,1,2,5,3,5,5,3,2,5,2,2,4,5,5,5,6,2,6,2,2,3.0,3.6,3.83,3.83,0,EduNo,5.700404607958398,32.494612694433336,False,3.0,3.6,3.8333333333333335,3.8333333333333335,-0.037063121490669926,-0.6773546266700249,-0.34371505960435283,-0.1475995214638196
1,2,4,4,3,3,3,2,3,2,2,4,5,4,3,4,5,5,5,5,5,5,5,3.2,2.4,4.17,5.0,1,EduYes,3.7285187602235728,13.901852145339127,False,3.2,2.4,4.166666666666667,5.0,0.1407142239645789,-2.155694158913857,0.07828651032203328,0.9353436341651662
1,4,4,4,4,4,4,4,3,3,5,5,4,5,4,4,4,4,3,4,3,5,2,4.0,3.8,4.33,3.5,1,EduYes,3.6592932489049916,13.390427081481649,False,4.0,3.8,4.333333333333333,3.5,0.8518236057855734,-0.4309647046293865,0.2892872952852255,-0.45701185164353003
1,4,5,2,4,6,5,4,5,5,4,5,3,2,5,5,5,4,2,1,2,4,2,4.2,4.6,4.17,2.5,1,EduYes,4.416963405634495,19.509565726714275,False,4.2,4.6,4.166666666666667,2.5,1.0296009512408222,0.5545949835331679,0.07828651032203328,-1.385248842182661
1,4,3,1,1,6,5,4,6,6,5,4,3,5,5,5,6,6,4,4,4,6,6,3.0,5.2,4.67,5.0,1,EduYes,5.242052624646406,27.479115719562273,False,3.0,5.2,4.666666666666667,5.0,-0.037063121490669926,1.2937647496550846,0.7112888652116122,0.9353436341651662
1,4,2,1,2,5,3,5,6,4,5,6,2,6,6,5,5,2,2,1,6,1,2,2.8,4.6,5.0,2.33,1,EduYes,5.578566665637358,31.12040604296031,False,2.8,4.6,5.0,2.3333333333333335,-0.21484046694591874,0.5545949835331679,1.1332904351379978,-1.5399550072725159
1,3,3,2,3,3,3,4,3,3,3,6,5,5,5,5,5,4,4,2,5,2,2,2.8,3.2,5.17,3.17,1,EduYes,4.429138253891835,19.61726567208801,False,2.8,3.2,5.166666666666667,3.1666666666666665,-0.21484046694591874,-1.1701344707513022,1.344291220101191,-0.7664241818232405
2,4,3,4,3,5,4,4,4,3,5,4,4,4,4,3,5,5,2,5,2,2,5,3.8,4.0,4.0,3.5,0,EduNo,3.800616208978777,14.444683567952213,False,3.8,4.0,4.0,3.5,0.6740462603303246,-0.18457478258874763,-0.13271427464116006,-0.45701185164353003
1,1,1,1,1,1,2,4,1,1,3,1,4,4,4,3,6,6,6,6,1,6,6,1.0,2.2,3.67,5.17,1,EduYes,6.206127177181945,38.51601453935634,False,1.0,2.2,3.6666666666666665,5.166666666666667,-1.8148365760431566,-2.4020840809544954,-0.5547158445675462,1.0900497992550215
1,1,1,1,1,1,1,6,6,6,3,5,6,4,3,3,5,1,1,5,2,3,3,1.0,4.4,4.33,2.5,1,EduYes,6.937630806927678,48.130721213231986,False,1.0,4.4,4.333333333333333,2.5,-1.8148365760431566,0.30820506149253013,0.2892872952852255,-1.385248842182661
2,4,2,2,2,6,6,5,5,5,5,5,3,4,4,4,5,5,3,2,3,4,2,3.2,5.2,4.17,3.17,0,EduNo,3.677587740645184,13.524651590143748,False,3.2,5.2,4.166666666666667,3.1666666666666665,0.1407142239645789,1.2937647496550846,0.07828651032203328,-0.7664241818232405
1,6,6,5,6,6,5,5,5,2,5,4,5,5,5,5,5,6,4,4,3,3,4,5.8,4.4,4.83,4.0,1,EduYes,5.065547412339242,25.659770586656794,False,5.8,4.4,4.833333333333333,4.0,2.451819714882811,0.30820506149253013,0.9222896501748044,0.007106643626035387
1,4,4,2,4,3,3,2,5,5,4,5,2,5,5,3,6,5,3,2,4,4,3,3.4,3.8,4.33,3.5,1,EduYes,4.68998031129979,21.995915320379673,False,3.4,3.8,4.333333333333333,3.5,0.3184915694198273,-0.4309647046293865,0.2892872952852255,-0.45701185164353003
2,5,4,4,4,3,6,5,2,3,5,2,4,5,2,4,3,5,5,6,2,2,5,4.0,4.2,3.33,4.17,0,EduNo,5.74608726452739,33.01751885156387,False,4.0,4.2,3.3333333333333335,4.166666666666667,0.8518236057855734,0.061815139451891245,-0.9767174144939317,0.1618128087158908
1,2,2,2,2,2,4,2,4,4,4,5,5,5,2,4,5,1,6,4,5,5,5,2.0,3.6,4.33,4.33,1,EduYes,5.218053788000453,27.228085334465874,False,2.0,3.6,4.333333333333333,4.333333333333333,-0.9259498487669132,-0.6773546266700249,0.2892872952852255,0.3165189738057454
1,4,3,2,3,4,4,4,4,4,2,3,5,5,4,5,5,5,5,4,4,5,4,3.2,3.6,4.5,4.5,1,EduYes,3.3048040499359237,10.921729808472882,False,3.2,3.6,4.5,4.5,0.1407142239645789,-0.6773546266700249,0.5002880802484189,0.4712251388956008
2,2,2,2,2,2,4,4,4,4,3,4,1,5,2,5,4,6,6,5,5,6,6,2.0,3.8,3.5,5.67,0,EduNo,3.829331353928678,14.663778618181244,False,2.0,3.8,3.5,5.666666666666667,-0.9259498487669132,-0.4309647046293865,-0.7657166295307389,1.5541682945245872
1,1,1,2,1,2,5,4,4,5,6,6,2,4,2,3,5,6,6,4,3,6,6,1.4,4.8,3.67,5.17,1,EduYes,4.523441924625409,20.461526845458827,False,1.4,4.8,3.6666666666666665,5.166666666666667,-1.4592818851326592,0.8009849055738067,-0.5547158445675462,1.0900497992550215
1,1,2,2,1,3,4,4,4,3,4,6,2,4,3,6,5,4,6,4,4,4,4,1.8,3.8,4.33,4.33,1,EduYes,4.29308094432329,18.430543994511748,False,1.8,3.8,4.333333333333333,4.333333333333333,-1.1037271942221618,-0.4309647046293865,0.2892872952852255,0.3165189738057454
2,5,4,2,5,5,4,5,3,5,4,3,2,4,5,2,3,4,5,1,2,5,5,4.2,4.2,3.17,3.67,0,EduNo,5.692829599548154,32.4083088494916,False,4.2,4.2,3.1666666666666665,3.6666666666666665,1.0296009512408222,0.061815139451891245,-1.187718199457125,-0.302305686553675
2,4,4,4,2,5,6,5,4,5,6,6,6,4,6,6,6,6,5,6,2,6,4,3.8,5.2,5.67,4.83,0,EduNo,5.014193714534878,25.14213860688108,False,3.8,5.2,5.666666666666667,4.833333333333333,0.6740462603303246,1.2937647496550846,1.9772935749907699,0.7806374690753108
1,2,2,4,2,2,6,1,6,2,1,1,1,2,1,2,5,6,5,4,3,6,6,2.4,3.2,2.0,5.0,1,EduYes,6.830618928781271,46.657354950225,False,2.4,3.2,2.0,5.0,-0.570395157856416,-1.1701344707513022,-2.6647236941994756,0.9353436341651662
1,6,1,1,1,1,6,5,1,2,5,2,1,4,2,2,6,6,6,3,5,6,5,2.0,3.8,2.83,5.17,1,EduYes,6.910661424403877,47.757241322743816,False,2.0,3.8,2.8333333333333335,5.166666666666667,-0.9259498487669132,-0.4309647046293865,-1.6097197693835106,1.0900497992550215
1,4,4,4,3,4,4,5,5,4,4,4,3,5,5,4,4,4,2,2,2,2,2,3.8,4.4,4.17,2.33,1,EduYes,2.882146422007848,8.30676799789264,False,3.8,4.4,4.166666666666667,2.3333333333333335,0.6740462603303246,0.30820506149253013,0.07828651032203328,-1.5399550072725159
2,4,2,5,2,3,5,2,5,3,4,6,1,5,5,3,4,6,6,4,4,6,6,3.2,3.8,4.0,5.33,0,EduNo,5.365106830259657,28.78437130009883,False,3.2,3.8,4.0,5.333333333333333,0.1407142239645789,-0.4309647046293865,-0.13271427464116006,1.2447559643448762
1,2,2,2,2,4,4,4,4,3,4,3,4,1,3,3,3,4,4,2,4,4,4,2.4,3.8,2.83,3.67,1,EduYes,3.7855792857110804,14.330610528404813,False,2.4,3.8,2.8333333333333335,3.6666666666666665,-0.570395157856416,-0.4309647046293865,-1.6097197693835106,-0.302305686553675
2,2,2,2,2,3,6,4,4,4,6,5,2,2,2,2,2,6,5,5,5,6,5,2.2,4.8,2.5,5.33,0,EduNo,4.411817290174689,19.464131801884335,False,2.2,4.8,2.5,5.333333333333333,-0.7481725033116644,0.8009849055738067,-2.0317213393098967,1.2447559643448762
1,5,2,2,2,3,5,5,5,4,4,6,6,6,6,6,6,4,5,4,5,4,4,2.8,4.6,6.0,4.33,1,EduYes,3.6535245933390876,13.348241954133545,False,2.8,4.6,6.0,4.333333333333333,-0.21484046694591874,0.5545949835331679,2.3992951449171556,0.3165189738057454
1,2,2,2,2,4,5,2,5,4,5,5,4,1,3,3,4,5,5,5,4,5,5,2.4,4.2,3.33,4.83,1,EduYes,3.9099612882642556,15.287797275725078,False,2.4,4.2,3.3333333333333335,4.833333333333333,-0.570395157856416,0.061815139451891245,-0.9767174144939317,0.7806374690753108
1,5,5,5,5,5,3,5,2,5,4,6,6,1,6,6,4,5,3,1,1,4,1,5.0,3.8,4.83,2.5,1,EduYes,5.85779299937771,34.31373882355851,False,5.0,3.8,4.833333333333333,2.5,1.7407103330618168,-0.4309647046293865,0.9222896501748044,-1.385248842182661
1,2,2,2,2,2,6,3,5,5,5,5,3,2,5,5,5,5,5,5,4,2,5,2.0,4.8,4.17,4.33,1,EduYes,4.554470930390165,20.743205455769058,False,2.0,4.8,4.166666666666667,4.333333333333333,-0.9259498487669132,0.8009849055738067,0.07828651032203328,0.3165189738057454
2,2,2,4,2,3,4,4,4,4,4,5,1,4,5,5,5,5,5,4,4,6,4,2.6,4.0,4.17,4.67,0,EduNo,3.4776761761310366,12.09423158602939,False,2.6,4.0,4.166666666666667,4.666666666666667,-0.39261781240116717,-0.18457478258874763,0.07828651032203328,0.6259313039854563
2,4,3,2,3,2,4,6,5,3,4,6,4,4,4,5,6,6,6,5,4,5,2,2.8,4.4,4.83,4.67,0,EduNo,4.594799037159542,21.112178191882254,False,2.8,4.4,4.833333333333333,4.666666666666667,-0.21484046694591874,0.30820506149253013,0.9222896501748044,0.6259313039854563
2,1,1,2,1,3,2,1,2,1,2,2,2,2,3,2,6,4,5,3,2,4,2,1.6,1.6,2.83,3.33,0,EduNo,4.7483393913880265,22.546726975807214,False,1.6,1.6,2.8333333333333335,3.3333333333333335,-1.2815045396774105,-3.1412538470764115,-1.6097197693835106,-0.611718016733385
1,1,1,1,4,4,6,6,5,6,6,5,6,6,6,6,6,2,3,2,3,1,3,2.2,5.8,5.83,2.33,1,EduYes,5.606400811149824,31.4317300552614,False,2.2,5.8,5.833333333333333,2.3333333333333335,-0.7481725033116644,2.0329345157770002,2.188294359953962,-1.5399550072725159
2,5,5,3,5,5,2,2,5,5,5,5,2,5,5,2,6,5,4,3,4,3,3,4.6,3.8,4.17,3.67,0,EduNo,5.704025370302413,32.535905425053585,False,4.6,3.8,4.166666666666667,3.6666666666666665,1.3851556421513191,-0.4309647046293865,0.07828651032203328,-0.302305686553675
2,2,2,2,2,2,2,4,6,4,4,5,5,5,5,5,5,2,2,2,4,2,1,2.0,4.0,5.0,2.17,0,EduNo,4.3539220645064605,18.9566373437962,False,2.0,4.0,5.0,2.1666666666666665,-0.9259498487669132,-0.18457478258874763,1.1332904351379978,-1.6946611723623712
1,5,4,2,4,5,4,6,5,4,5,4,1,3,6,4,6,5,4,2,2,2,1,4.0,4.8,4.0,2.67,1,EduYes,4.712249847969735,22.20529862969079,False,4.0,4.8,4.0,2.6666666666666665,0.8518236057855734,0.8009849055738067,-0.13271427464116006,-1.2305426770928058
2,4,4,2,4,4,4,4,4,4,4,3,2,5,5,4,4,6,5,5,4,4,4,3.6,4.0,3.83,4.67,0,EduNo,3.671780678456793,13.481973350688627,False,3.6,4.0,3.8333333333333335,4.666666666666667,0.49626891487507613,-0.18457478258874763,-0.34371505960435283,0.6259313039854563
2,3,4,5,2,4,5,4,4,5,5,6,2,5,4,5,3,2,5,3,2,2,2,3.6,4.6,4.17,2.67,0,EduNo,5.671681331738039,32.16796912878578,False,3.6,4.6,4.166666666666667,2.6666666666666665,0.49626891487507613,0.5545949835331679,0.07828651032203328,-1.2305426770928058
2,6,6,5,5,5,6,6,6,6,6,5,2,6,6,6,5,6,4,3,2,5,5,5.4,6.0,5.0,4.17,0,EduNo,4.499235514210847,20.243120212336144,False,5.4,6.0,5.0,4.166666666666667,2.096265023972314,2.279324437817639,1.1332904351379978,0.1618128087158908
2,5,4,3,5,5,4,5,3,5,4,5,3,2,4,5,5,4,5,3,2,4,3,4.4,4.2,4.0,3.5,0,EduNo,3.881441329998837,15.065586798223139,False,4.4,4.2,4.0,3.5,1.207378296696071,0.061815139451891245,-0.13271427464116006,-0.45701185164353003
2,1,3,3,3,2,3,2,2,2,2,3,3,1,1,2,3,3,6,3,1,4,1,2.4,2.2,2.17,3.0,0,EduNo,5.2597735559837915,27.665217860226377,False,2.4,2.2,2.1666666666666665,3.0,-0.570395157856416,-2.4020840809544954,-2.4537229092362827,-0.9211303469130955
1,2,2,2,2,4,4,4,5,5,4,5,4,5,4,4,5,6,5,5,5,5,5,2.4,4.4,4.5,5.17,1,EduYes,2.5270992990129217,6.386230867071601,False,2.4,4.4,4.5,5.166666666666667,-0.570395157856416,0.30820506149253013,0.5002880802484189,1.0900497992550215
