MOD,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,N1,N2,N3,N4,N5,N6,I1,I2,I3,I4,I5,I6,MEAN_COG,MEAN_REG,MEAN_NORM,MEAN_INT,MOD_bin,MOD_label,Mahalanobis,Mahalanobis_sq,is_outlier,COG_mean,REG_mean,NORM_mean,INT_mean,COG_mean_z,REG_mean_z,NORM_mean_z,INT_mean_z
1,3,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4,3,2,5,6,4.4,4.8,4.67,4.17,1,EduYes,4.0872428401442065,16.70555403431008,False,4.4,4.8,4.666666666666667,4.166666666666667,1.2102374486834575,0.8021320397151782,0.7036428844837177,0.1738390477704133
1,1,1,2,2,3,4,5,4,5,5,3,2,5,6,4,4,5,3,3,3,4,2,1.8,4.6,4.0,3.33,1,EduYes,4.32646019210903,18.718257793904105,False,1.8,4.6,4.0,3.3333333333333335,-1.1018216128175005,0.5683769942093575,-0.12567587341434677,-0.5976047508460113
1,5,1,1,1,6,6,4,4,4,4,4,5,4,4,4,5,1,3,3,3,3,4,2.8,4.4,4.33,2.83,1,EduYes,5.866771049565632,34.419002548021425,False,2.8,4.4,4.333333333333333,2.8333333333333335,-0.21256812762482463,0.3346219487035378,0.2889835055346849,-1.060471030015866
1,2,3,5,5,6,4,4,4,4,4,5,5,4,6,4,5,6,4,6,1,2,3,4.2,4.0,4.83,3.67,1,EduYes,5.4659479771689865,29.876587289117737,False,4.2,4.0,4.833333333333333,3.6666666666666665,1.032386751644922,-0.13288814230810359,0.910972573958233,-0.28902723139944175
1,3,3,5,3,1,1,4,4,4,2,6,3,4,4,4,4,4,6,3,2,2,6,3.0,3.0,4.17,3.83,1,EduYes,6.535478767885542,42.71248272548272,False,3.0,3.0,4.166666666666667,3.8333333333333335,-0.03471743058628929,-1.301663369837206,0.08165381606016961,-0.1347384716761566
1,3,1,1,1,1,6,4,6,4,3,3,6,6,4,2,6,6,6,3,4,6,4,1.4,4.6,4.5,4.83,1,EduYes,5.579943270293026,31.135766899688434,False,1.4,4.6,4.5,4.833333333333333,-1.457523006894571,0.5683769942093575,0.4963131950092013,0.7909940866635523
1,2,2,2,2,2,4,4,3,2,2,4,2,5,5,5,5,5,5,6,5,3,4,2.0,3.0,4.33,4.67,1,EduYes,4.17536222545088,17.433649713722126,False,2.0,3.0,4.333333333333333,4.666666666666667,-0.9239709157789653,-1.301663369837206,0.2889835055346849,0.6367053269402679
1,3,2,2,2,5,5,4,5,4,2,4,2,2,2,5,3,5,5,3,5,5,6,2.8,4.0,3.0,4.83,1,EduYes,4.611831383409433,21.268988709000162,False,2.8,4.0,3.0,4.833333333333333,-0.21256812762482463,-0.13288814230810359,-1.369654010261443,0.7909940866635523
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,5,5,2,1.0,1.0,1.0,3.67,0,EduNo,6.210430559085046,38.5694477292174,False,1.0,1.0,1.0,3.6666666666666665,-1.8132244009716412,-3.639213824895411,-3.857610283955635,-0.28902723139944175
1,1,1,1,1,1,3,2,4,3,3,4,2,4,3,3,4,5,5,5,6,5,6,1.0,3.0,3.33,5.33,1,EduYes,2.8388656855587473,8.059158380642936,False,1.0,3.0,3.3333333333333335,5.333333333333333,-1.8132244009716412,-1.301663369837206,-0.9549946313124107,1.2538603658334069
2,5,2,2,2,2,5,5,5,4,4,5,4,4,4,3,5,4,3,3,3,3,3,2.6,4.6,4.17,3.17,0,EduNo,3.296669468118862,10.8680295820271,False,2.6,4.6,4.166666666666667,3.1666666666666665,-0.3904188246633596,0.5683769942093575,0.08165381606016961,-0.7518935105692964
